Station,Crime_Category,sum
Wedela,Contact sexual offences,2.0
Wedela,Sexual offences detected as a result of police action,50.0
Wedela,Sexual offences,206.0
Wedela,TRIO crime,185.0
Wedela,Contact crime (Crimes against the person),1842.0
Wedela,Contact-related crime,277.0
Wedela,Property-related crime,1214.0
Wedela,Other serious crime,659.0
Wedela,Crime detected as a result of police action,819.0
Wedela,17 Community reported serious crime,3992.0
Westonaria,Murder,279.0
Westonaria,Attempted murder,369.0
Westonaria,Robbery with aggravating circumstances,2234.0
Westonaria,Common robbery,489.0
Westonaria,Rape,383.0
Westonaria,Sexual assault,58.0
Westonaria,Kidnapping,402.0
Westonaria,Assault with the intent to inflict grievous bodily harm,739.0
Westonaria,Common assault,1642.0
Westonaria,Burglary at non-residential premises,1136.0
Westonaria,Burglary at residential premises,2739.0
Westonaria,Stock-theft,199.0
Westonaria,Shoplifting,1037.0
Westonaria,Theft of motor vehicle and motorcycle,962.0
Westonaria,Theft out of or from motor vehicle,732.0
Westonaria,All theft not mentioned elsewhere,4254.0
Westonaria,Arson,11.0
Westonaria,Malicious damage to property,1390.0
Westonaria,Commercial crime,970.0
Westonaria,Drug-related crime,1074.0
Westonaria,Driving under the influence of alcohol or drugs,1595.0
Westonaria,Illegal possession of firearms and ammunition,220.0
Westonaria,Carjacking,585.0
Westonaria,Truck hijacking,142.0
Westonaria,Robbery of cash in transit,4.0
Westonaria,Bank robbery,0.0
Westonaria,Robbery at residential premises,419.0
Westonaria,Robbery at non-residential premises,285.0
Westonaria,Attempted sexual offences,15.0
Westonaria,Contact sexual offences,4.0
Westonaria,Sexual offences detected as a result of police action,7.0
Westonaria,Sexual offences,460.0
Westonaria,TRIO crime,1289.0
Westonaria,Contact crime (Crimes against the person),6212.0
Westonaria,Contact-related crime,1401.0
Westonaria,Property-related crime,5768.0
Westonaria,Other serious crime,6261.0
Westonaria,Crime detected as a result of police action,2896.0
Westonaria,17 Community reported serious crime,19642.0
Charlestown,Murder,25.0
Charlestown,Attempted murder,7.0
Charlestown,Robbery with aggravating circumstances,32.0
Charlestown,Common robbery,14.0
Charlestown,Rape,39.0
Charlestown,Sexual assault,7.0
Charlestown,Kidnapping,8.0
Charlestown,Assault with the intent to inflict grievous bodily harm,274.0
Charlestown,Common assault,141.0
Charlestown,Burglary at non-residential premises,61.0
Charlestown,Burglary at residential premises,212.0
Charlestown,Stock-theft,387.0
Charlestown,Shoplifting,1.0
Charlestown,Theft of motor vehicle and motorcycle,6.0
Charlestown,Theft out of or from motor vehicle,26.0
Charlestown,All theft not mentioned elsewhere,237.0
Charlestown,Arson,7.0
Charlestown,Malicious damage to property,111.0
Charlestown,Commercial crime,19.0
Charlestown,Drug-related crime,26.0
Charlestown,Driving under the influence of alcohol or drugs,64.0
Charlestown,Illegal possession of firearms and ammunition,12.0
Charlestown,Carjacking,2.0
Charlestown,Truck hijacking,2.0
Charlestown,Robbery of cash in transit,0.0
Charlestown,Bank robbery,0.0
Charlestown,Robbery at residential premises,6.0
Charlestown,Robbery at non-residential premises,4.0
Charlestown,Attempted sexual offences,1.0
Charlestown,Contact sexual offences,0.0
Charlestown,Sexual offences detected as a result of police action,0.0
Charlestown,Sexual offences,47.0
Charlestown,TRIO crime,12.0
Charlestown,Contact crime (Crimes against the person),540.0
Charlestown,Contact-related crime,118.0
Charlestown,Property-related crime,692.0
Charlestown,Other serious crime,257.0
Charlestown,Crime detected as a result of police action,102.0
Charlestown,17 Community reported serious crime,1607.0
Dannhauser,Murder,198.0
Dannhauser,Attempted murder,193.0
Dannhauser,Robbery with aggravating circumstances,609.0
Dannhauser,Common robbery,259.0
Dannhauser,Rape,522.0
Dannhauser,Sexual assault,49.0
Dannhauser,Kidnapping,87.0
Dannhauser,Assault with the intent to inflict grievous bodily harm,1600.0
Dannhauser,Common assault,1648.0
Dannhauser,Burglary at non-residential premises,806.0
Dannhauser,Burglary at residential premises,1712.0
Dannhauser,Stock-theft,1336.0
Dannhauser,Shoplifting,24.0
Dannhauser,Theft of motor vehicle and motorcycle,116.0
Dannhauser,Theft out of or from motor vehicle,206.0
Dannhauser,All theft not mentioned elsewhere,1360.0
Dannhauser,Arson,44.0
Dannhauser,Malicious damage to property,748.0
Dannhauser,Commercial crime,260.0
Dannhauser,Drug-related crime,585.0
Dannhauser,Driving under the influence of alcohol or drugs,1059.0
Dannhauser,Illegal possession of firearms and ammunition,193.0
Dannhauser,Carjacking,26.0
Dannhauser,Truck hijacking,0.0
Dannhauser,Robbery of cash in transit,2.0
Dannhauser,Bank robbery,0.0
Dannhauser,Robbery at residential premises,164.0
Dannhauser,Robbery at non-residential premises,201.0
Dannhauser,Attempted sexual offences,17.0
Dannhauser,Contact sexual offences,6.0
Dannhauser,Sexual offences detected as a result of police action,0.0
Dannhauser,Sexual offences,594.0
Dannhauser,TRIO crime,391.0
Dannhauser,Contact crime (Crimes against the person),5101.0
Dannhauser,Contact-related crime,792.0
Dannhauser,Property-related crime,4176.0
Dannhauser,Other serious crime,1644.0
Dannhauser,Crime detected as a result of police action,1837.0
Dannhauser,17 Community reported serious crime,11713.0
Groenvlei,Murder,9.0
Groenvlei,Attempted murder,5.0
Groenvlei,Robbery with aggravating circumstances,5.0
Groenvlei,Common robbery,1.0
Groenvlei,Rape,17.0
Groenvlei,Sexual assault,2.0
Groenvlei,Kidnapping,0.0
Groenvlei,Assault with the intent to inflict grievous bodily harm,107.0
Groenvlei,Common assault,54.0
Groenvlei,Burglary at non-residential premises,12.0
Groenvlei,Burglary at residential premises,38.0
Groenvlei,Stock-theft,409.0
Groenvlei,Shoplifting,0.0
Groenvlei,Theft of motor vehicle and motorcycle,3.0
Groenvlei,Theft out of or from motor vehicle,8.0
Groenvlei,All theft not mentioned elsewhere,104.0
Groenvlei,Arson,5.0
Groenvlei,Malicious damage to property,64.0
Groenvlei,Commercial crime,5.0
Groenvlei,Drug-related crime,3.0
Groenvlei,Driving under the influence of alcohol or drugs,7.0
Groenvlei,Illegal possession of firearms and ammunition,1.0
Groenvlei,Carjacking,0.0
Groenvlei,Truck hijacking,0.0
Groenvlei,Robbery of cash in transit,0.0
Groenvlei,Bank robbery,0.0
Groenvlei,Robbery at residential premises,3.0
Groenvlei,Robbery at non-residential premises,1.0
Groenvlei,Attempted sexual offences,0.0
Groenvlei,Contact sexual offences,1.0
Groenvlei,Sexual offences detected as a result of police action,0.0
Groenvlei,Sexual offences,20.0
Groenvlei,TRIO crime,4.0
Groenvlei,Contact crime (Crimes against the person),201.0
Groenvlei,Contact-related crime,69.0
Groenvlei,Property-related crime,470.0
Groenvlei,Other serious crime,109.0
Groenvlei,Crime detected as a result of police action,11.0
Groenvlei,17 Community reported serious crime,849.0
Hattingspruit,Murder,17.0
Hattingspruit,Attempted murder,16.0
Hattingspruit,Robbery with aggravating circumstances,57.0
Hattingspruit,Common robbery,17.0
Hattingspruit,Rape,69.0
Hattingspruit,Sexual assault,15.0
Hattingspruit,Kidnapping,6.0
Hattingspruit,Assault with the intent to inflict grievous bodily harm,224.0
Hattingspruit,Common assault,218.0
Hattingspruit,Burglary at non-residential premises,53.0
Hattingspruit,Burglary at residential premises,129.0
Hattingspruit,Stock-theft,216.0
Hattingspruit,Shoplifting,0.0
Hattingspruit,Theft of motor vehicle and motorcycle,14.0
Hattingspruit,Theft out of or from motor vehicle,31.0
Hattingspruit,All theft not mentioned elsewhere,288.0
Hattingspruit,Arson,1.0
Hattingspruit,Malicious damage to property,97.0
Hattingspruit,Commercial crime,24.0
Hattingspruit,Drug-related crime,45.0
Hattingspruit,Driving under the influence of alcohol or drugs,86.0
Hattingspruit,Illegal possession of firearms and ammunition,21.0
Hattingspruit,Carjacking,4.0
Hattingspruit,Truck hijacking,0.0
Hattingspruit,Robbery of cash in transit,0.0
Hattingspruit,Bank robbery,0.0
Hattingspruit,Robbery at residential premises,15.0
Hattingspruit,Robbery at non-residential premises,27.0
Hattingspruit,Attempted sexual offences,0.0
Hattingspruit,Contact sexual offences,3.0
Hattingspruit,Sexual offences detected as a result of police action,0.0
Hattingspruit,Sexual offences,87.0
Hattingspruit,TRIO crime,46.0
Hattingspruit,Contact crime (Crimes against the person),636.0
Hattingspruit,Contact-related crime,98.0
Hattingspruit,Property-related crime,443.0
Hattingspruit,Other serious crime,312.0
Hattingspruit,Crime detected as a result of police action,152.0
Hattingspruit,17 Community reported serious crime,1489.0
Ingogo,Murder,5.0
Ingogo,Attempted murder,6.0
Ingogo,Robbery with aggravating circumstances,13.0
Ingogo,Common robbery,7.0
Ingogo,Rape,27.0
Ingogo,Sexual assault,6.0
Ingogo,Kidnapping,3.0
Ingogo,Assault with the intent to inflict grievous bodily harm,104.0
Ingogo,Common assault,104.0
Ingogo,Burglary at non-residential premises,27.0
Ingogo,Burglary at residential premises,94.0
Ingogo,Stock-theft,437.0
Ingogo,Shoplifting,0.0
Ingogo,Theft of motor vehicle and motorcycle,8.0
Ingogo,Theft out of or from motor vehicle,10.0
Ingogo,All theft not mentioned elsewhere,229.0
Ingogo,Arson,1.0
Ingogo,Malicious damage to property,82.0
Ingogo,Commercial crime,12.0
Ingogo,Drug-related crime,77.0
Ingogo,Driving under the influence of alcohol or drugs,276.0
Ingogo,Illegal possession of firearms and ammunition,31.0
Ingogo,Carjacking,2.0
Ingogo,Truck hijacking,0.0
Ingogo,Robbery of cash in transit,0.0
Ingogo,Bank robbery,0.0
Ingogo,Robbery at residential premises,5.0
Ingogo,Robbery at non-residential premises,1.0
Ingogo,Attempted sexual offences,0.0
Ingogo,Contact sexual offences,2.0
Ingogo,Sexual offences detected as a result of police action,0.0
Ingogo,Sexual offences,35.0
Ingogo,TRIO crime,8.0
Ingogo,Contact crime (Crimes against the person),274.0
Ingogo,Contact-related crime,83.0
Ingogo,Property-related crime,576.0
Ingogo,Other serious crime,241.0
Ingogo,Crime detected as a result of police action,384.0
Ingogo,17 Community reported serious crime,1174.0
Kingsley,Murder,9.0
Kingsley,Attempted murder,10.0
Kingsley,Robbery with aggravating circumstances,26.0
Kingsley,Common robbery,6.0
Kingsley,Rape,23.0
Kingsley,Sexual assault,2.0
Kingsley,Kidnapping,5.0
Kingsley,Assault with the intent to inflict grievous bodily harm,84.0
Kingsley,Common assault,34.0
Kingsley,Burglary at non-residential premises,12.0
Kingsley,Burglary at residential premises,27.0
Kingsley,Stock-theft,302.0
Kingsley,Shoplifting,0.0
Kingsley,Theft of motor vehicle and motorcycle,3.0
Kingsley,Theft out of or from motor vehicle,9.0
Kingsley,All theft not mentioned elsewhere,128.0
Kingsley,Arson,1.0
Kingsley,Malicious damage to property,30.0
Kingsley,Commercial crime,7.0
Kingsley,Drug-related crime,113.0
Kingsley,Driving under the influence of alcohol or drugs,184.0
Kingsley,Illegal possession of firearms and ammunition,32.0
Kingsley,Carjacking,6.0
Kingsley,Truck hijacking,0.0
Kingsley,Robbery of cash in transit,1.0
Kingsley,Bank robbery,0.0
Kingsley,Robbery at residential premises,5.0
Kingsley,Robbery at non-residential premises,1.0
Kingsley,Attempted sexual offences,1.0
Kingsley,Contact sexual offences,0.0
Kingsley,Sexual offences detected as a result of police action,0.0
Kingsley,Sexual offences,26.0
Kingsley,TRIO crime,12.0
Kingsley,Contact crime (Crimes against the person),195.0
Kingsley,Contact-related crime,31.0
Kingsley,Property-related crime,353.0
Kingsley,Other serious crime,135.0
Kingsley,Crime detected as a result of police action,329.0
Kingsley,17 Community reported serious crime,714.0
Madadeni,Murder,559.0
Madadeni,Attempted murder,291.0
Madadeni,Robbery with aggravating circumstances,3117.0
Madadeni,Common robbery,1360.0
Madadeni,Rape,1180.0
Madadeni,Sexual assault,145.0
Madadeni,Kidnapping,193.0
Madadeni,Assault with the intent to inflict grievous bodily harm,6834.0
Madadeni,Common assault,6345.0
Madadeni,Burglary at non-residential premises,950.0
Madadeni,Burglary at residential premises,5601.0
Madadeni,Stock-theft,573.0
Madadeni,Shoplifting,2046.0
Madadeni,Theft of motor vehicle and motorcycle,405.0
Madadeni,Theft out of or from motor vehicle,893.0
Madadeni,All theft not mentioned elsewhere,4236.0
Madadeni,Arson,108.0
Madadeni,Malicious damage to property,2432.0
Madadeni,Commercial crime,1802.0
Madadeni,Drug-related crime,3042.0
Madadeni,Driving under the influence of alcohol or drugs,3273.0
Madadeni,Illegal possession of firearms and ammunition,235.0
Madadeni,Carjacking,84.0
Madadeni,Truck hijacking,2.0
Madadeni,Robbery of cash in transit,3.0
Madadeni,Bank robbery,0.0
Madadeni,Robbery at residential premises,352.0
Madadeni,Robbery at non-residential premises,291.0
Madadeni,Attempted sexual offences,34.0
Madadeni,Contact sexual offences,11.0
Madadeni,Sexual offences detected as a result of police action,0.0
Madadeni,Sexual offences,1370.0
Madadeni,TRIO crime,727.0
Madadeni,Contact crime (Crimes against the person),19876.0
Madadeni,Contact-related crime,2540.0
Madadeni,Property-related crime,8422.0
Madadeni,Other serious crime,8084.0
Madadeni,Crime detected as a result of police action,6550.0
Madadeni,17 Community reported serious crime,38922.0
Newcastle,Murder,227.0
Newcastle,Attempted murder,295.0
Newcastle,Robbery with aggravating circumstances,1720.0
Newcastle,Common robbery,1004.0
Newcastle,Rape,384.0
Newcastle,Sexual assault,166.0
Newcastle,Kidnapping,88.0
Newcastle,Assault with the intent to inflict grievous bodily harm,2728.0
Newcastle,Common assault,4660.0
Newcastle,Burglary at non-residential premises,2126.0
Newcastle,Burglary at residential premises,5109.0
Newcastle,Stock-theft,606.0
Newcastle,Shoplifting,2768.0
Newcastle,Theft of motor vehicle and motorcycle,651.0
Newcastle,Theft out of or from motor vehicle,3020.0
Newcastle,All theft not mentioned elsewhere,8183.0
Newcastle,Arson,31.0
Newcastle,Malicious damage to property,1761.0
Newcastle,Commercial crime,5260.0
Newcastle,Drug-related crime,4071.0
Newcastle,Driving under the influence of alcohol or drugs,2845.0
Newcastle,Illegal possession of firearms and ammunition,169.0
Newcastle,Carjacking,30.0
Newcastle,Truck hijacking,5.0
Newcastle,Robbery of cash in transit,1.0
Newcastle,Bank robbery,0.0
Newcastle,Robbery at residential premises,194.0
Newcastle,Robbery at non-residential premises,211.0
Newcastle,Attempted sexual offences,18.0
Newcastle,Contact sexual offences,30.0
Newcastle,Sexual offences detected as a result of police action,5.0
Newcastle,Sexual offences,598.0
Newcastle,TRIO crime,435.0
Newcastle,Contact crime (Crimes against the person),11232.0
Newcastle,Contact-related crime,1792.0
Newcastle,Property-related crime,11512.0
Newcastle,Other serious crime,16211.0
Newcastle,Crime detected as a result of police action,7090.0
Newcastle,17 Community reported serious crime,40747.0
Normandien,Murder,6.0
Normandien,Attempted murder,9.0
Normandien,Robbery with aggravating circumstances,5.0
Normandien,Common robbery,1.0
Normandien,Rape,13.0
Normandien,Sexual assault,3.0
Normandien,Kidnapping,5.0
Normandien,Assault with the intent to inflict grievous bodily harm,135.0
Normandien,Common assault,116.0
Normandien,Burglary at non-residential premises,26.0
Normandien,Burglary at residential premises,68.0
Normandien,Stock-theft,381.0
Normandien,Shoplifting,0.0
Normandien,Theft of motor vehicle and motorcycle,2.0
Normandien,Theft out of or from motor vehicle,32.0
Normandien,All theft not mentioned elsewhere,176.0
Normandien,Arson,3.0
Normandien,Malicious damage to property,95.0
Normandien,Commercial crime,13.0
Normandien,Drug-related crime,41.0
Normandien,Driving under the influence of alcohol or drugs,107.0
Normandien,Illegal possession of firearms and ammunition,4.0
Normandien,Carjacking,0.0
Normandien,Truck hijacking,0.0
Normandien,Robbery of cash in transit,0.0
Normandien,Bank robbery,0.0
Normandien,Robbery at residential premises,1.0
Normandien,Robbery at non-residential premises,2.0
Normandien,Attempted sexual offences,1.0
Normandien,Contact sexual offences,1.0
Normandien,Sexual offences detected as a result of police action,0.0
Normandien,Sexual offences,18.0
Normandien,TRIO crime,3.0
Normandien,Contact crime (Crimes against the person),290.0
Normandien,Contact-related crime,98.0
Normandien,Property-related crime,509.0
Normandien,Other serious crime,189.0
Normandien,Crime detected as a result of police action,152.0
Normandien,17 Community reported serious crime,1086.0
Osizweni,Murder,651.0
Osizweni,Attempted murder,430.0
Osizweni,Robbery with aggravating circumstances,2827.0
Osizweni,Common robbery,893.0
Osizweni,Rape,1314.0
Osizweni,Sexual assault,158.0
Osizweni,Kidnapping,236.0
Osizweni,Assault with the intent to inflict grievous bodily harm,4941.0
Osizweni,Common assault,3585.0
Osizweni,Burglary at non-residential premises,1221.0
Osizweni,Burglary at residential premises,5749.0
Osizweni,Stock-theft,1064.0
Osizweni,Shoplifting,324.0
Osizweni,Theft of motor vehicle and motorcycle,490.0
Osizweni,Theft out of or from motor vehicle,873.0
Osizweni,All theft not mentioned elsewhere,3205.0
Osizweni,Arson,68.0
Osizweni,Malicious damage to property,2150.0
Osizweni,Commercial crime,688.0
Osizweni,Drug-related crime,2570.0
Osizweni,Driving under the influence of alcohol or drugs,1663.0
Osizweni,Illegal possession of firearms and ammunition,388.0
Osizweni,Carjacking,170.0
Osizweni,Truck hijacking,0.0
Osizweni,Robbery of cash in transit,2.0
Osizweni,Bank robbery,0.0
Osizweni,Robbery at residential premises,389.0
Osizweni,Robbery at non-residential premises,337.0
Osizweni,Attempted sexual offences,18.0
Osizweni,Contact sexual offences,13.0
Osizweni,Sexual offences detected as a result of police action,0.0
Osizweni,Sexual offences,1503.0
Osizweni,TRIO crime,896.0
Osizweni,Contact crime (Crimes against the person),14830.0
Osizweni,Contact-related crime,2218.0
Osizweni,Property-related crime,9397.0
Osizweni,Other serious crime,4217.0
Osizweni,Crime detected as a result of police action,4621.0
Osizweni,17 Community reported serious crime,30662.0
Utrecht,Murder,64.0
Utrecht,Attempted murder,56.0
Utrecht,Robbery with aggravating circumstances,148.0
Utrecht,Common robbery,116.0
Utrecht,Rape,110.0
Utrecht,Sexual assault,27.0
Utrecht,Kidnapping,20.0
Utrecht,Assault with the intent to inflict grievous bodily harm,649.0
Utrecht,Common assault,818.0
Utrecht,Burglary at non-residential premises,359.0
Utrecht,Burglary at residential premises,576.0
Utrecht,Stock-theft,1714.0
Utrecht,Shoplifting,56.0
Utrecht,Theft of motor vehicle and motorcycle,27.0
Utrecht,Theft out of or from motor vehicle,150.0
Utrecht,All theft not mentioned elsewhere,1172.0
Utrecht,Arson,14.0
Utrecht,Malicious damage to property,289.0
Utrecht,Commercial crime,205.0
Utrecht,Drug-related crime,199.0
Utrecht,Driving under the influence of alcohol or drugs,354.0
Utrecht,Illegal possession of firearms and ammunition,44.0
Utrecht,Carjacking,11.0
Utrecht,Truck hijacking,0.0
Utrecht,Robbery of cash in transit,0.0
Utrecht,Bank robbery,0.0
Utrecht,Robbery at residential premises,16.0
Utrecht,Robbery at non-residential premises,36.0
Utrecht,Attempted sexual offences,3.0
Utrecht,Contact sexual offences,5.0
Utrecht,Sexual offences detected as a result of police action,1.0
Utrecht,Sexual offences,145.0
Utrecht,TRIO crime,63.0
Utrecht,Contact crime (Crimes against the person),1996.0
Utrecht,Contact-related crime,303.0
Utrecht,Property-related crime,2826.0
Utrecht,Other serious crime,1433.0
Utrecht,Crime detected as a result of police action,598.0
Utrecht,17 Community reported serious crime,6558.0
Amanzimtoti,Murder,245.0
Amanzimtoti,Attempted murder,245.0
Amanzimtoti,Robbery with aggravating circumstances,1837.0
Amanzimtoti,Common robbery,464.0
Amanzimtoti,Rape,303.0
Amanzimtoti,Sexual assault,105.0
Amanzimtoti,Kidnapping,139.0
Amanzimtoti,Assault with the intent to inflict grievous bodily harm,818.0
Amanzimtoti,Common assault,1275.0
Amanzimtoti,Burglary at non-residential premises,1011.0
Amanzimtoti,Burglary at residential premises,4773.0
Amanzimtoti,Stock-theft,59.0
Amanzimtoti,Shoplifting,2777.0
Amanzimtoti,Theft of motor vehicle and motorcycle,2116.0
Amanzimtoti,Theft out of or from motor vehicle,1755.0
Amanzimtoti,All theft not mentioned elsewhere,4845.0
Amanzimtoti,Arson,59.0
Amanzimtoti,Malicious damage to property,1254.0
Amanzimtoti,Commercial crime,2819.0
Amanzimtoti,Drug-related crime,1811.0
Amanzimtoti,Driving under the influence of alcohol or drugs,1561.0
Amanzimtoti,Illegal possession of firearms and ammunition,166.0
Amanzimtoti,Carjacking,353.0
Amanzimtoti,Truck hijacking,15.0
Amanzimtoti,Robbery of cash in transit,1.0
Amanzimtoti,Bank robbery,0.0
Amanzimtoti,Robbery at residential premises,368.0
Amanzimtoti,Robbery at non-residential premises,197.0
Amanzimtoti,Attempted sexual offences,14.0
Amanzimtoti,Contact sexual offences,12.0
Amanzimtoti,Sexual offences detected as a result of police action,166.0
Amanzimtoti,Sexual offences,434.0
Amanzimtoti,TRIO crime,918.0
Amanzimtoti,Contact crime (Crimes against the person),5318.0
Amanzimtoti,Contact-related crime,1313.0
Amanzimtoti,Property-related crime,9714.0
Amanzimtoti,Other serious crime,10441.0
Amanzimtoti,Crime detected as a result of police action,3704.0
Amanzimtoti,17 Community reported serious crime,26786.0
Bayview,Murder,111.0
Bayview,Attempted murder,141.0
Bayview,Robbery with aggravating circumstances,1335.0
Bayview,Common robbery,247.0
Bayview,Rape,68.0
Bayview,Sexual assault,42.0
Bayview,Kidnapping,38.0
Bayview,Assault with the intent to inflict grievous bodily harm,650.0
Bayview,Common assault,1147.0
Bayview,Burglary at non-residential premises,317.0
Bayview,Burglary at residential premises,1830.0
Bayview,Stock-theft,2.0
Bayview,Shoplifting,22.0
Bayview,Theft of motor vehicle and motorcycle,1009.0
Bayview,Theft out of or from motor vehicle,468.0
Bayview,All theft not mentioned elsewhere,2071.0
Bayview,Arson,20.0
Bayview,Malicious damage to property,493.0
Bayview,Commercial crime,360.0
Bayview,Drug-related crime,2579.0
Bayview,Driving under the influence of alcohol or drugs,560.0
Bayview,Illegal possession of firearms and ammunition,83.0
Bayview,Carjacking,460.0
Bayview,Truck hijacking,3.0
Bayview,Robbery of cash in transit,0.0
Bayview,Bank robbery,0.0
Bayview,Robbery at residential premises,317.0
Bayview,Robbery at non-residential premises,133.0
Bayview,Attempted sexual offences,1.0
Bayview,Contact sexual offences,5.0
Bayview,Sexual offences detected as a result of police action,79.0
Bayview,Sexual offences,116.0
Bayview,TRIO crime,910.0
Bayview,Contact crime (Crimes against the person),3747.0
Bayview,Contact-related crime,513.0
Bayview,Property-related crime,3626.0
Bayview,Other serious crime,2453.0
Bayview,Crime detected as a result of police action,3301.0
Bayview,17 Community reported serious crime,10339.0
Bellair,Murder,58.0
Bellair,Attempted murder,120.0
Bellair,Robbery with aggravating circumstances,1534.0
Bellair,Common robbery,412.0
Bellair,Rape,80.0
Bellair,Sexual assault,38.0
Bellair,Kidnapping,98.0
Bellair,Assault with the intent to inflict grievous bodily harm,408.0
Bellair,Common assault,862.0
Bellair,Burglary at non-residential premises,254.0
Bellair,Burglary at residential premises,2376.0
Bellair,Stock-theft,1.0
Bellair,Shoplifting,298.0
Bellair,Theft of motor vehicle and motorcycle,1316.0
Bellair,Theft out of or from motor vehicle,1088.0
Bellair,All theft not mentioned elsewhere,2566.0
Bellair,Arson,23.0
Bellair,Malicious damage to property,483.0
Bellair,Commercial crime,700.0
Bellair,Drug-related crime,1221.0
Bellair,Driving under the influence of alcohol or drugs,480.0
Bellair,Illegal possession of firearms and ammunition,53.0
Bellair,Carjacking,315.0
Bellair,Truck hijacking,31.0
Bellair,Robbery of cash in transit,0.0
Bellair,Bank robbery,0.0
Bellair,Robbery at residential premises,304.0
Bellair,Robbery at non-residential premises,208.0
Bellair,Attempted sexual offences,3.0
Bellair,Contact sexual offences,5.0
Bellair,Sexual offences detected as a result of police action,867.0
Bellair,Sexual offences,126.0
Bellair,TRIO crime,827.0
Bellair,Contact crime (Crimes against the person),3520.0
Bellair,Contact-related crime,506.0
Bellair,Property-related crime,5035.0
Bellair,Other serious crime,3564.0
Bellair,Crime detected as a result of police action,2621.0
Bellair,17 Community reported serious crime,12625.0
Berea,Murder,56.0
Berea,Attempted murder,141.0
Berea,Robbery with aggravating circumstances,2469.0
Berea,Common robbery,1093.0
Berea,Rape,87.0
Berea,Sexual assault,33.0
Berea,Kidnapping,78.0
Berea,Assault with the intent to inflict grievous bodily harm,236.0
Berea,Common assault,1021.0
Berea,Burglary at non-residential premises,1202.0
Berea,Burglary at residential premises,3317.0
Berea,Stock-theft,1.0
Berea,Shoplifting,1417.0
Berea,Theft of motor vehicle and motorcycle,5382.0
Berea,Theft out of or from motor vehicle,3898.0
Berea,All theft not mentioned elsewhere,4758.0
Berea,Arson,12.0
Berea,Malicious damage to property,1000.0
Berea,Commercial crime,1961.0
Berea,Drug-related crime,656.0
Berea,Driving under the influence of alcohol or drugs,905.0
Berea,Illegal possession of firearms and ammunition,71.0
Berea,Carjacking,441.0
Berea,Truck hijacking,3.0
Berea,Robbery of cash in transit,2.0
Berea,Bank robbery,0.0
Berea,Robbery at residential premises,204.0
Berea,Robbery at non-residential premises,229.0
Berea,Attempted sexual offences,4.0
Berea,Contact sexual offences,6.0
Berea,Sexual offences detected as a result of police action,8.0
Berea,Sexual offences,130.0
Berea,TRIO crime,874.0
Berea,Contact crime (Crimes against the person),5146.0
Berea,Contact-related crime,1012.0
Berea,Property-related crime,13800.0
Berea,Other serious crime,8136.0
Berea,Crime detected as a result of police action,1640.0
Berea,17 Community reported serious crime,28094.0
Bhekithemba,Murder,559.0
Bhekithemba,Attempted murder,587.0
Bhekithemba,Robbery with aggravating circumstances,2469.0
Bhekithemba,Common robbery,522.0
Bhekithemba,Rape,715.0
Bhekithemba,Sexual assault,88.0
Bhekithemba,Kidnapping,274.0
Bhekithemba,Assault with the intent to inflict grievous bodily harm,3399.0
Bhekithemba,Common assault,1541.0
Bhekithemba,Burglary at non-residential premises,537.0
Bhekithemba,Burglary at residential premises,2873.0
Bhekithemba,Stock-theft,105.0
Bhekithemba,Shoplifting,35.0
Bhekithemba,Theft of motor vehicle and motorcycle,294.0
Bhekithemba,Theft out of or from motor vehicle,452.0
Bhekithemba,All theft not mentioned elsewhere,1906.0
Bhekithemba,Arson,84.0
Bhekithemba,Malicious damage to property,1663.0
Bhekithemba,Commercial crime,567.0
Bhekithemba,Drug-related crime,1338.0
Bhekithemba,Driving under the influence of alcohol or drugs,1697.0
Bhekithemba,Illegal possession of firearms and ammunition,244.0
Bhekithemba,Carjacking,740.0
Bhekithemba,Truck hijacking,7.0
Bhekithemba,Robbery of cash in transit,1.0
Bhekithemba,Bank robbery,0.0
Bhekithemba,Robbery at residential premises,554.0
Bhekithemba,Robbery at non-residential premises,242.0
Bhekithemba,Attempted sexual offences,27.0
Bhekithemba,Contact sexual offences,11.0
Bhekithemba,Sexual offences detected as a result of police action,1.0
Bhekithemba,Sexual offences,841.0
Bhekithemba,TRIO crime,1536.0
Bhekithemba,Contact crime (Crimes against the person),9918.0
Bhekithemba,Contact-related crime,1747.0
Bhekithemba,Property-related crime,4261.0
Bhekithemba,Other serious crime,2508.0
Bhekithemba,Crime detected as a result of police action,3280.0
Bhekithemba,17 Community reported serious crime,18434.0
Brighton Beach,Murder,127.0
Brighton Beach,Attempted murder,156.0
Brighton Beach,Robbery with aggravating circumstances,1460.0
Brighton Beach,Common robbery,252.0
Brighton Beach,Rape,176.0
Brighton Beach,Sexual assault,80.0
Brighton Beach,Kidnapping,65.0
Brighton Beach,Assault with the intent to inflict grievous bodily harm,774.0
Brighton Beach,Common assault,1729.0
Brighton Beach,Burglary at non-residential premises,936.0
Brighton Beach,Burglary at residential premises,2662.0
Brighton Beach,Stock-theft,0.0
Brighton Beach,Shoplifting,972.0
Brighton Beach,Theft of motor vehicle and motorcycle,1508.0
Brighton Beach,Theft out of or from motor vehicle,1394.0
Brighton Beach,All theft not mentioned elsewhere,4404.0
Brighton Beach,Arson,10.0
Brighton Beach,Malicious damage to property,720.0
Brighton Beach,Commercial crime,1515.0
Brighton Beach,Drug-related crime,4622.0
